PGC_name       PGC_no        vrad      e_vrad        vopt      e_vopt           v         e_v        vvir        zvir     z_err          type     objname   hl_names
PGC0022609   2.261e+04       -9999       -9999      9683.1        23.6      9683.1        23.6      9825.3     0.03277   7.872e-05          S0    UGC04188 CGCG207-023
PGC0022618   2.262e+04        4607          10      4591.7        16.9        4603         7.7      4751.5     0.01585   2.568e-05         Scd    UGC04192 KUG0800+434
PGC0022644   2.264e+04       -9999       -9999       -9999       -9999       -9999       -9999       -9999      -99.99      -99.99         SBa     NGC2505 SDSSJ080406.84+533257.2
PGC0022677   2.268e+04        4971        10.3      4970.9         2.7      4970.9         1.6      5033.1     0.01679   5.337e-06         Scd    UGC04208   PGC022677
PGC0022678   2.268e+04        8725         7.9      8729.6        49.8      8725.1         5.5        8838     0.02948   1.835e-05          Sc    UGC04201  2MFGC06409
PGC0022681   2.268e+04      9361.1         5.4       -9999       -9999      9361.1         5.4      9402.6     0.03136   1.801e-05         Sbc    UGC04207 MCG+04-19-022
PGC0022693   2.269e+04      5018.2         6.5      5035.3        31.8      5018.9         4.9      5082.1     0.01695   1.634e-05          Sc    UGC04210  2MFGC06412
PGC0022698    2.27e+04       -9999       -9999        6884          50        6884          50      7048.5     0.02351   0.0001668          Sb    UGC04205  2MFGC06413
PGC0022707   2.271e+04       -9999       -9999        6794          52        6794          52      6957.2     0.02321   0.0001735        E-SO    UGC04209 SDSSJ080526.52+464227.9
PGC0022710   2.271e+04        2979        12.1       -9999       -9999        2979        12.1      3178.5      0.0106   4.036e-05           I    UGC04204   PGC022710
PGC0022724   2.272e+04        5156         6.4        5155         5.1      5155.4         2.8      5224.2     0.01743    9.34e-06        SBbc      IC0492    UGC04212
PGC0022749   2.275e+04       -9999       -9999      4708.9        40.4      4708.9        40.4      4735.7      0.0158   0.0001348        S0-a     NGC2522 SDSSJ080613.44+174223.6
PGC0022752   2.275e+04       -9999       -9999      6784.2        23.5      6784.2        23.5      6964.8     0.02323   7.839e-05          Sc    UGC04213   PGC022752
PGC0022755   2.276e+04       -9999       -9999      4558.5        20.5      4558.5        20.5      4501.4     0.01502   6.838e-05          S0      IC0494 CGCG003-010
PGC0022762   2.276e+04       -9999       -9999        9832        33.1        9832        33.1     10028.7     0.03345   0.0001104          Sb    UGC04214 SDSSJ080639.54+550849.6
PGC0022766   2.277e+04     12435.5         8.7     12447.1        41.9       12436         6.4     12566.2     0.04192   2.135e-05          Sb    UGC04219    UGC04219
PGC0022767   2.277e+04       -9999       -9999      4429.5        14.2      4429.5        14.2      4393.9     0.01466   4.737e-05          S0    UGC04228 SDSSJ080647.97+051833.8
PGC0022772   2.277e+04      6755.2         6.6      6743.5        47.4        6755         4.7      6807.7     0.02271   1.568e-05         Sab    UGC04225   PGC022772
PGC0022800    2.28e+04       -9999       -9999        5125          30        5125          30      5306.5      0.0177   0.0001001        E-SO     NGC2518 MCG+09-14-006
PGC0022802    2.28e+04      7910.7         3.8      7903.1          48      7910.6           3      8046.9     0.02684   1.001e-05          Sc    UGC04226 NPM1G+40.0145
PGC0022803    2.28e+04        5154         7.4      5177.7        24.5        5156         6.9      5183.3     0.01729   2.302e-05         Sbc    UGC04232 SDSSJ080721.79+174507.0
PGC0022805    2.28e+04      3928.5         8.6      3939.8        24.9      3929.7         6.2      4060.5     0.01354   2.068e-05        SABb     NGC2528     NGC2528
PGC0022827   2.283e+04      5028.5         7.4       -9999       -9999      5028.5         7.4      5056.3     0.01687   2.468e-05         Scd     NGC2530 MCG+03-21-020
PGC0022830   2.283e+04      4205.5         7.4       -9999       -9999      4205.5         7.4      4274.2     0.01426   2.468e-05          Sd    UGC04236 SDSSJ080757.74+260145.6
PGC0022838   2.284e+04       -9999       -9999      3956.2        41.6      3956.2        41.6        4087     0.01363   0.0001388        S0-a     NGC2524     NGC2524
PGC0022860   2.286e+04      5215.2         6.6      5205.9        50.4        5215         4.8      5244.9      0.0175   1.601e-05         SBb    UGC04245 SDSSJ080845.83+181139.1
PGC0022866   2.287e+04       -9999       -9999        5520          19        5520          19      5726.5      0.0191   6.338e-05        E-SO     NGC2521 CGCG287-042
PGC0022867   2.287e+04       -9999       -9999        5432          74        5432          74        5372     0.01792   0.0002468        SABa    UGC04248 SDSSJ080855.43+001805.5
PGC0022873   2.287e+04        2838        10.3      2849.5        40.8      2838.7         7.3        2861    0.009543   2.435e-05        SBcd    UGC04247 SDSSJ080903.43+164033.8
PGC0022881   2.288e+04       -9999       -9999        5209          42        5209          42        5149     0.01718   0.0001401        E-SO    UGC04251 SDSSJ080914.81+001657.2
PGC0022883   2.288e+04      5409.6         6.7      5399.1        37.9      5409.3         4.8      5346.1     0.01783   1.601e-05         Sbc    UGC04253  2MFGC06467
PGC0022890   2.289e+04        1235         9.4       -9999       -9999        1235         9.4      1441.6    0.004809   3.136e-05         Sab    UGC04241 MCG+10-12-080
PGC0022896    2.29e+04       -9999       -9999      6883.2        21.4      6883.2        21.4      7035.4     0.02347   7.138e-05         Sab    UGC04246 MCG+07-17-018
PGC0022915   2.292e+04       -9999       -9999      9469.1        28.6      9469.1        28.6      9630.9     0.03213    9.54e-05          Sc    UGC04250 CGCG236-030
PGC0022921   2.292e+04      4162.5         5.5      4168.5         4.6        4166         3.3      4229.6     0.01411   1.101e-05          Sc    UGC04257  2MFGC06476
PGC0022922   2.292e+04      5252.1         4.3       -9999       -9999      5252.1         4.3      5359.4     0.01788   1.434e-05        SABc     NGC2532 IRAS08070+3406
PGC0022941   2.294e+04        3122         6.9      3136.9        12.8      3125.3         6.1      3290.3     0.01098   2.035e-05          Sc    UGC04258  2MFGC06481
PGC0022950   2.295e+04       -9999       -9999        9113          65        9113          65      9077.4     0.03028   0.0002168           E      IC2231    UGC04265
PGC0022955   2.296e+04        2254        12.1      2323.9        43.1      2259.1        15.3      2422.3     0.00808   5.104e-05           I    UGC04260 SDSSJ081108.75+462755.4
PGC0022957   2.296e+04      4098.4         3.2      4094.7         6.6      4097.7         2.4      4163.1     0.01389   8.006e-06          Sc     NGC2535 MCG+04-20-004
PGC0022958   2.296e+04        4102         7.9      4139.7        16.6      4108.9        11.5      4174.2     0.01392   3.836e-05         SBc     NGC2536 CGCG119-009
PGC0022962   2.296e+04        3999         8.5      3945.7        25.6      3993.7        12.7      3950.9     0.01318   4.236e-05         SBa     NGC2538 SDSSJ081123.06+033759.4
PGC0023017   2.302e+04      6300.2         5.5        6279        24.1      6299.2         5.1      6370.6     0.02125   1.701e-05          Sc     NGC2540 SDSSJ081246.44+262142.3
PGC0023024   2.302e+04        3447        11.8        3536        42.4      3453.4        18.1        3653     0.01219   6.038e-05           E     NGC2534 SDSSJ081254.15+554019.4
PGC0023028   2.303e+04        2471        10.6      2415.5        19.1      2457.9        17.9      2576.5    0.008594   5.971e-05         SBb     NGC2543 IRAS08096+3624
PGC0023040   2.304e+04       445.3         3.2       440.5        18.5       445.1         2.3       606.7    0.002024   7.672e-06         SBm     NGC2537       VV138
PGC0023047   2.305e+04        4152         9.4      8013.7          48        4152         9.4      4359.5     0.01454   3.136e-05        SABb    UGC04270 [MO2001]J081321.1+575106.4
PGC0023057   2.306e+04       -9999       -9999     11983.9        14.3     11983.9        14.3     12145.5     0.04051    4.77e-05         SBc    NGC2537A MCG+08-15-051
PGC0023064   2.306e+04       -9999       -9999       17099          88       17099          88     17042.1     0.05685   0.0002935          Sc    UGC04285 CGCG003-017
PGC0023069   2.307e+04      5460.5         6.2      5461.6        52.2      5460.5         4.3      5648.9     0.01884   1.434e-05          Sc    UGC04277  2MFGC06518
PGC0023071   2.307e+04       558.6         4.6       554.8        17.9       558.3         3.2         719    0.002398   1.067e-05         SBc      IC2233  2MFGC06519
PGC0023086   2.309e+04      3382.3         4.6        3501          19      3388.7        19.3      3435.8     0.01146   6.438e-05        SBab     NGC2545   PGC023086
PGC0023093   2.309e+04        8310         8.8      8292.8        29.1      8308.6         7.2      8441.1     0.02816   2.402e-05          Sb    UGC04283     KIG0238
PGC0023103    2.31e+04        3513         8.5      3521.1        33.3      3513.5           6      3710.1     0.01238   2.001e-05          Sa    UGC04280 SDSSJ081433.34+544758.4
PGC0023110   2.311e+04       558.6         2.7       606.1        38.8       558.9           3       733.3    0.002446   1.001e-05        SABc     NGC2541 SDSSJ081440.11+490342.1
PGC0023111   2.311e+04       -9999       -9999       11379          63       11379          63       11588     0.03865   0.0002101         Sab    UGC04281  2MFGC06526
PGC0023117   2.312e+04       -9999       -9999       -9999       -9999       -9999       -9999       -9999      -99.99      -99.99         Sbc    UGC04291  2MFGC06528
PGC0023147   2.315e+04      9006.7         4.5       -9999       -9999      9006.7         4.5      8988.6     0.02998   1.501e-05          Sc    UGC04296  2MFGC06539
PGC0023152   2.315e+04      4178.8         4.9       -9999       -9999      4178.8         4.9      4145.3     0.01383   1.634e-05          Sm    UGC04298    UGC04298
PGC0023160   2.316e+04       -9999       -9999      8137.2        25.3      8137.2        25.3      8346.7     0.02784   8.439e-05           E    UGC04289 ABELL0634:[PL95]BCG
PGC0023169   2.317e+04      4283.7           5      4300.1        42.8      4283.9         3.6      4340.6     0.01448   1.201e-05         Sbc    UGC04299  2MFGC06543
PGC0023170   2.317e+04      7667.6           5      7685.7        36.9      7667.9         3.9      7743.7     0.02583   1.301e-05        SABc    UGC04300    UGC04300
PGC0023173   2.317e+04      5965.1         5.6      5967.7        23.9      5965.2         4.1      6048.5     0.02018   1.368e-05        SBbc    UGC04301 CGCG149-008
PGC0023193   2.319e+04       -9999       -9999      4156.3        18.6      4156.3        18.6      4216.1     0.01406   6.204e-05          S0    UGC04304 CGCG119-023
PGC0023225   2.322e+04      4358.7         4.6       -9999       -9999      4358.7         4.6      4305.5     0.01436   1.534e-05          Sm    UGC04310 MCG+00-21-011
PGC0023232   2.323e+04        3566           4      3566.3         7.3      3566.1         2.5      3615.6     0.01206   8.339e-06         SBc    UGC04308 [RC2]A0814+21
PGC0023245   2.324e+04      4222.3         3.5       -9999       -9999      4222.3         3.5      4186.1     0.01396   1.167e-05        SABd    UGC04316   PGC023245
PGC0023256   2.326e+04        4130         7.9      4118.6        18.2      4128.2         5.9      4186.7     0.01397   1.968e-05        S0-a     NGC2554     NGC2554
PGC0023259   2.326e+04        4365         6.1        4413          27      4367.3         8.4      4311.9     0.01438   2.802e-05         Sab     NGC2555   PGC023259
PGC0023266   2.327e+04        2083         7.4      2085.8         3.7      2085.2         2.5        2150    0.007172   8.339e-06         SBc      IC2267 SDSSJ081801.60+244407.1
PGC0023271   2.327e+04       -9999       -9999     12515.1        50.4     12515.1        50.4       12640     0.04216   0.0001681          Sb    UGC04311  2MFGC06563
PGC0023279   2.328e+04       -9999       -9999       -9999       -9999       -9999       -9999       -9999      -99.99      -99.99           I   PGC023279 SDSSJ081753.86+022026.1
PGC0023289   2.329e+04      4813.8         6.1      4845.5        33.8      4814.8         5.7        4860     0.01621   1.901e-05         Sab    UGC04324 NGC2563:[ZM98]0014
PGC0023313   2.331e+04       -9999       -9999      1040.5         9.8      1040.5         9.8      1248.6    0.004165   3.269e-05          S0     NGC2549     NGC2549
PGC0023319   2.332e+04      4096.7         3.8        4085          60      4096.7         2.9      4144.1     0.01382   9.673e-06          Sc    UGC04329 SDSSJ081901.88+211109.0
PGC0023329   2.333e+04       -9999       -9999      4835.4         8.9      4835.4         8.9      4884.2     0.01629   2.969e-05          S0     NGC2557 NGC2563:[ZM98]0003
PGC0023337   2.334e+04      4997.1         6.8      4987.9        37.1      4996.8         4.8        5041     0.01681   1.601e-05        SABa     NGC2558 NGC2563:[ZM98]0004
PGC0023340   2.334e+04       518.2         2.9         478          25       517.7         3.8       696.8    0.002324   1.268e-05          Sm     NGC2552 CGCG236-042
PGC0023362   2.336e+04      3582.7         6.3      3580.2        36.8      3582.7         4.3      3634.5     0.01212   1.434e-05        SBbc     NGC2565 MCG+04-20-026
PGC0023367   2.337e+04       -9999       -9999        4809         8.9        4809         8.9      4855.7      0.0162   2.969e-05        S0-a     NGC2560  2MFGC06580
PGC0023383   2.338e+04       -9999       -9999      5901.2        26.7      5901.2        26.7        5978     0.01994   8.906e-05        S0-a    UGC04341 MCG+05-20-009
PGC0023385   2.338e+04      4675.4         6.3       -9999       -9999      4675.4         6.3      4747.1     0.01583   2.101e-05        SABc    UGC04340 SDSSJ082012.67+260122.6
PGC0023391   2.339e+04      5038.5         7.8      5079.7        50.7      5039.5           7      5085.7     0.01696   2.335e-05          Sd    UGC04344 SDSSJ082016.56+205230.2
PGC0023395    2.34e+04        5074         7.9        4930          50      5070.5        16.6      5118.1     0.01707   5.537e-05        S0-a     NGC2562 NGC2563:[ZM98]0008
PGC0023404    2.34e+04       -9999       -9999      4544.6         9.4      4544.6         9.4      4591.9     0.01532   3.136e-05          S0     NGC2563 NGC2563:[ZM98]0001
PGC0023407   2.341e+04       -9999       -9999        7645          46        7645          46      7783.4     0.02596   0.0001534        S0-a    UGC04342 SDSSJ082037.52+401642.6
PGC0023409   2.341e+04      5870.6         8.1      5880.1        28.8      5871.3         5.7      5942.5     0.01982   1.901e-05         Sab    UGC04346    UGC04346
PGC0023412   2.341e+04       -9999       -9999      9306.3        22.4      9306.3        22.4      9501.4     0.03169   7.472e-05          Sa    UGC04335 SDSSJ082042.40+540735.6
PGC0023422   2.342e+04       -9999       -9999     10013.8        38.6     10013.8        38.6     10213.2     0.03407   0.0001288          Sa    UGC04338 SDSSJ082059.91+551630.4
PGC0023441   2.344e+04        7983         7.5        7953        40.5        7982         6.5      8019.9     0.02675   2.168e-05          Sa     NGC2572 SDSSJ082124.63+190852.0
PGC0023443   2.344e+04      6564.8         6.4        6482          80      6564.3         6.4        6611     0.02205   2.135e-05         Sab     NGC2570 NGC2563:[ZM98]0022
PGC0023447   2.345e+04      2683.6         4.7        2698        83.2      2683.6         3.4      2641.3     0.00881   1.134e-05          Sa      IC2327 SDSSJ082127.95+031009.2
PGC0023465   2.346e+04      3741.1         4.9      3797.5          60      3741.5         4.8      3796.9     0.01267   1.601e-05          Sc    UGC04361 SDSSJ082154.26+223828.7
PGC0023474   2.347e+04        4131         8.8      4124.6          18      4129.8         5.8      4088.1     0.01364   1.935e-05         SBa      IC0503   PGC023474
PGC0023480   2.348e+04      8337.6         6.9        8459          51      8339.7        12.4      8409.4     0.02805   4.136e-05        SABa    UGC04364 MCG+04-20-039
PGC0023483   2.348e+04        2082        10.3        2044        61.2        2081         8.4      2120.5    0.007073   2.802e-05          Sd      IC2329 SDSSJ082219.48+192457.5
PGC0023485   2.348e+04      4502.8         6.7      4496.7         9.3      4500.7         4.3      4437.8      0.0148   1.434e-05         SBc    UGC04370 HIPASSJ0822-01
PGC0023495    2.35e+04       -9999       -9999      4151.7          17      4151.7          17      4115.2     0.01373   5.671e-05          S0      IC0504 NFPJ082241.2+041545
PGC0023498    2.35e+04        2115         7.9      2077.6        27.3      2112.1         8.9      2167.3    0.007229   2.969e-05        E-SO     NGC2577   PGC023498
PGC0023499    2.35e+04       -9999       -9999        8555          36        8555          36      8758.5     0.02922   0.0001201          S0    UGC04357   PGC023499
PGC0023501    2.35e+04        3870           6      3863.1          42      3869.9         4.2      3933.7     0.01312   1.401e-05          Sc     NGC2575 MCG+04-20-040
PGC0023504    2.35e+04      3984.5         5.4      3990.2        14.7      3985.1         3.8      3945.2     0.01316   1.268e-05          Sc    UGC04374    UGC04374
PGC0023512   2.351e+04      8342.8         6.1      8368.1        52.5      8343.2         4.9      8414.1     0.02807   1.634e-05          Sb     NGC2576  2MFGC06617
PGC0023513   2.351e+04        5955         5.5      5955.4        21.7        5955         3.7      6035.5     0.02013   1.234e-05         SBc    UGC04373 CGCG149-018
PGC0023519   2.352e+04      4619.2         6.7      4664.2        38.8      4620.5           7      4558.6     0.01521   2.335e-05         Sbc    UGC04381  2MFGC06621
PGC0023522   2.352e+04      2060.3         6.2       -9999       -9999      2060.3         6.2      2116.2    0.007059   2.068e-05        SABc    UGC04375 MCG+04-20-043
PGC0023542   2.354e+04       -9999       -9999        5360          14        5360          14      5409.4     0.01804    4.67e-05         SBc   PGC023542      IC2338
PGC0023546   2.355e+04      5421.4           8        5405        16.5      5418.3         6.9      5467.8     0.01824   2.302e-05        SABc   PGC023546      IC2339
PGC0023552   2.355e+04       -9999       -9999      5141.1         8.9      5141.1         8.9        5191     0.01732   2.969e-05        E-SO      IC2341 NGC2563:[ZM98]0007
PGC0023567   2.357e+04      4640.5           5      4695.6        34.1      4641.7         6.7      4689.7     0.01564   2.235e-05          Sb    UGC04386  2MFGC06626
PGC0023598    2.36e+04      7485.8         4.9      7485.4        33.1      7485.8         3.7      7684.3     0.02563   1.234e-05          Sc    UGC04380 SDSSJ082431.86+545113.9
PGC0023609   2.361e+04       -9999       -9999     11991.2        24.8     11991.2        24.8     12158.8     0.04056   8.272e-05          Sc    UGC04387  2MFGC06638
PGC0023616   2.362e+04      4996.7         4.3      4999.5        10.1      4997.1           3      4937.1     0.01647   1.001e-05         Sbc     NGC2590  2MFGC06641
PGC0023630   2.363e+04      4409.5         8.9      4423.8        37.7      4410.3         6.5      4455.1     0.01486   2.168e-05         Sab     NGC2582 SDSSJ082512.06+202005.1
PGC0023643   2.364e+04      2191.8         5.8      2221.7        19.5      2194.2           7      2277.4    0.007597   2.335e-05          Sc    UGC04395  2MFGC06653
PGC0023650   2.365e+04       -9999       -9999      7571.7        31.1      7571.7        31.1      7612.3     0.02539   0.0001037        SBbc      IC2363 SDSSJ082545.41+192657.4
PGC0023661   2.366e+04        4392         5.4      4383.3        39.3      4391.8         3.7      4443.6     0.01482   1.234e-05          Sc    UGC04400 SDSSJ082605.59+214003.2
PGC0023662   2.366e+04      4482.3         5.4      4462.7        33.6      4481.8         4.2      4532.5     0.01512   1.401e-05          Sd    UGC04399 SDSSJ082607.43+212724.1
PGC0023673   2.367e+04       -9999       -9999      6028.7          23      6028.7          23      6110.7     0.02038   7.672e-05          S0      IC2365    UGC04402
PGC0023684   2.368e+04      8486.6         5.5      8495.7        19.3      8487.3         4.5      8542.1     0.02849   1.501e-05          Sd    UGC04404  2MFGC06665
PGC0023685   2.368e+04      5660.9         6.3      5646.9        52.5      5660.7         4.5      5720.1     0.01908   1.501e-05        S0-a    UGC04405 SDSSJ082632.88+231133.9
PGC0023688   2.369e+04        5898        10.3      5877.4        51.6      5897.2         7.6      5955.4     0.01987   2.535e-05          S0    UGC04406 SDSSJ082635.97+225703.2
PGC0023691   2.369e+04        3091        12.1      3090.3         2.7      3090.3         1.8        3266     0.01089   6.004e-06          IB    UGC04401 SDSSJ082644.06+484831.2
PGC0023695    2.37e+04      7520.8           8      7522.7        29.4      7520.9         5.4      7566.3     0.02524   1.801e-05          Sc      IC2373 SDSSJ082648.97+202153.4
PGC0023700    2.37e+04        7561        10.6        7579        17.4      7565.9         8.5      7617.8     0.02541   2.835e-05        S0-a    UGC04414 SDSSJ082705.96+213843.0
PGC0023701    2.37e+04       -9999       -9999      2041.7        16.8      2041.7        16.8      2114.8    0.007054   5.604e-05           E     NGC2592    UGC04411
PGC0023705    2.37e+04      5530.6         6.4        5540        19.5      5531.5         4.8      5589.6     0.01864   1.601e-05         SBb    UGC04416   PGC023705
PGC0023711   2.371e+04        9412          10       -9999       -9999        9412          10      9364.8     0.03124   3.336e-05        SABb    UGC04421    UGC04421
PGC0023717   2.371e+04        2245        10.3      2237.6         2.1      2237.9         1.7        2310    0.007705   5.671e-06        SABc    UGC04418 SDSSJ082727.68+254327.9
PGC0023725   2.372e+04      4333.6         4.6      4326.2        26.4      4333.4         3.5      4384.6     0.01463   1.167e-05        SABc     NGC2595 SDSSJ082742.02+212844.7
PGC0023741   2.374e+04      3610.7         4.6      3607.5         1.8      3607.9         1.3      3805.4     0.01269   4.336e-06        SBcd    UGC04415 SDSSJ082801.92+542649.3
PGC0023769   2.377e+04         395         3.5       -9999       -9999         395         3.5       542.1    0.001808   1.167e-05           I    UGC04426   PGC023769
PGC0023788   2.379e+04       -9999       -9999      7363.4        30.7      7363.4        30.7      7505.4     0.02504   0.0001024          Sc    UGC04429   PGC023788
PGC0023812   2.381e+04        7738        12.1        7702        26.9        7732        12.3      7933.6     0.02646   4.103e-05         Sbc    UGC04427 SDSSJ082914.91+553122.7
PGC0023816   2.382e+04        4129        10.4       -9999       -9999        4129        10.4      4086.3     0.01363   3.469e-05        SBcd    UGC04439    UGC04439
PGC0023834   2.383e+04      1736.9         7.3      1747.1         4.4      1744.4         4.1      1933.3    0.006449   1.368e-05          S0   PGC023834 SDSSJ082938.74+520434.9
PGC0023843   2.384e+04       -9999       -9999      7208.3        19.3      7208.3        19.3      7384.5     0.02463   6.438e-05         Sbc    UGC04436  2MFGC06696
PGC0023845   2.384e+04       -9999       -9999      5236.8        13.8      5236.8        13.8      5425.4      0.0181   4.603e-05          Sc    UGC04437 SDSSJ082956.27+515824.1
PGC0023855   2.386e+04        4609        10.6      4586.4        19.5      4603.8         9.4      4655.7     0.01553   3.136e-05         SBa     NGC2597 SDSSJ083002.52+212919.1
PGC0023860   2.386e+04       -9999       -9999      8989.3        49.5      8989.3        49.5      9128.1     0.03045   0.0001651          Sb    UGC04441  2MFGC06702
PGC0023878   2.388e+04      6008.6         5.8       -9999       -9999      6008.6         5.8      6056.2      0.0202   1.935e-05          Sc    UGC04446  2MFGC06706
PGC0023880   2.388e+04      5080.3         8.2      5089.3        11.8      5083.3         5.7      5273.2     0.01759   1.901e-05        SABb    UGC04442 MCG+09-14-049
PGC0023885   2.388e+04      4657.7         5.3      4867.1        94.7      4658.4         9.1      4702.2     0.01568   3.035e-05          Sd    UGC04447 SDSSJ083051.62+194918.9
PGC0023910   2.391e+04        5885        10.3      5911.4        13.8      5894.4        10.6      5976.5     0.01994   3.536e-05          Sc    UGC04450  2MFGC06713
PGC0023913   2.391e+04      6330.1         4.7       -9999       -9999      6330.1         4.7      6550.8     0.02185   1.568e-05          Sc    UGC04445 CGCG287-077
PGC0023917   2.392e+04       -9999       -9999      4685.2        21.5      4685.2        21.5      4740.2     0.01581   7.172e-05          S0    UGC04453 SDSSJ083134.20+220201.3
PGC0023918   2.392e+04       -9999       -9999      9277.8        40.1      9277.8        40.1      9216.7     0.03074   0.0001338          Sa    UGC04455 6dFJ0831329-011152
PGC0023936   2.394e+04      5487.3         4.9        5602          16      5497.1        22.9        5562     0.01855   7.639e-05          Sc      IC0509 SDSSJ083203.49+240039.3
PGC0023941   2.394e+04      4743.4         5.3        4690        71.2      4743.1         4.5      4800.9     0.01601   1.501e-05          Sa     NGC2599 CGCG119-122
PGC0023973   2.397e+04       -9999       -9999        9617          73        9617          73      9563.3      0.0319   0.0002435         Scd    UGC04467    UGC04467
PGC0023978   2.398e+04      5264.4         4.8        5287        28.8        5265         4.2      5339.9     0.01781   1.401e-05         SBc    UGC04464  2MFGC06731
PGC0023993   2.399e+04       -9999       -9999        6877          46        6877          46      7022.5     0.02342   0.0001534          Sa    UGC04465 SDSSJ083317.79+411534.4
PGC0023996     2.4e+04        4993           6      4993.9        15.7      4993.1           4      5184.5     0.01729   1.334e-05         Sbc    UGC04461 CGCG263-045
PGC0023998     2.4e+04      2093.6         8.2      2077.8         3.5      2080.3         4.7      2172.2    0.007246   1.568e-05         SBc    NGC2604A MCG+05-20-022
PGC0024002     2.4e+04       -9999       -9999        7563          48        7563          48      7709.7     0.02572   0.0001601          S0    UGC04468 MCG+07-18-020
PGC0024082   2.408e+04       -9999       -9999     13480.9        20.9     13480.9        20.9     13673.2     0.04561   6.971e-05          Sb     NGC2600   PGC024082
PGC0024104    2.41e+04        2036        11.6        2169        81.5      2038.6        15.4      2127.3    0.007096   5.137e-05          Sd    UGC04482  2MFGC06760
PGC0024108   2.411e+04       -9999       -9999     11331.8        30.5     11331.8        30.5     11535.5     0.03848   0.0001017         SBa    UGC04478 SDSSJ083517.46+554943.8
PGC0024111   2.411e+04      2156.5         6.3      2123.6        10.6        2148        10.9      2235.3    0.007456   3.636e-05         SBb     NGC2608 IRAS08322+2838
PGC0024152   2.415e+04        4102         7.9        4123          30      4103.4         6.5      4057.9     0.01354   2.168e-05        SBab    UGC04491    UGC04491
PGC0024156   2.416e+04        4031        10.3        4029          35      4030.8           7      3980.4     0.01328   2.335e-05         Sab     NGC2618 SDSSJ083553.54+004225.6
PGC0024166   2.417e+04        3800         5.5        4068          43      3804.3        24.2      3759.8     0.01254   8.072e-05         Sab    UGC04494 SDSSJ083605.31+015338.7
PGC0024230   2.423e+04       -9999       -9999      7132.7        39.1      7132.7        39.1      7273.8     0.02426   0.0001304         SBa    UGC04498 MCG+07-18-030
PGC0024235   2.424e+04      3473.9         4.2      3477.8        25.4        3474         2.9      3563.1     0.01189   9.673e-06        SBbc     NGC2619 CGCG150-008
PGC0024242   2.424e+04       691.9           4         722          35       692.3         3.7       881.1    0.002939   1.234e-05          Sd    UGC04499 SDSSJ083741.48+513908.9
PGC0024244   2.424e+04        4678         5.5      4751.7        48.3      4678.9           7      4728.1     0.01577   2.335e-05        SABc    UGC04504 SDSSJ083742.97+203013.8
PGC0024299    2.43e+04        7679        10.3      7693.7        22.4      7681.6         7.7      7780.8     0.02595   2.568e-05         SBc      IC2387 CGCG150-013
PGC0024309   2.431e+04       -9999       -9999     10518.7        33.8     10518.7        33.8     10675.2     0.03561   0.0001127          Sb    UGC04507  2MFGC06803
PGC0024348   2.435e+04      7914.5         8.9       -9999       -9999      7914.5         8.9      8136.3     0.02714   2.969e-05          Sc    UGC04512 SDSSJ083939.91+605807.9
PGC0024351   2.435e+04       693.1           4         684           2       685.8         2.9       881.7    0.002941   9.673e-06         SBc    UGC04514 SDSSJ083937.70+532723.5
PGC0024372   2.437e+04      4973.1         4.8      4981.5        21.1      4973.5         3.4      5165.8     0.01723   1.134e-05         SBb    UGC04515   PGC024372
PGC0024374   2.437e+04      1939.4         6.2      1953.1        17.1        1941         5.2      1916.4    0.006392   1.735e-05         Scd    UGC04524 SDSSJ084014.21+053801.5
PGC0024399    2.44e+04       -9999       -9999     11999.4        46.5     11999.4        46.5     12153.4     0.04054   0.0001551         Sbc    UGC04521 KUG0837+430
PGC0024423   2.442e+04       -9999       -9999      5091.9        20.6      5091.9        20.6      5279.9     0.01761   6.871e-05         SBb    UGC04525 CGCG263-072
PGC0024428   2.443e+04       -9999       -9999     11105.5        21.4     11105.5        21.4       11276     0.03761   7.138e-05         Sbc    UGC04529 KUG0838+469
PGC0024438   2.444e+04        7728          10      7722.9        50.7      7727.8         7.1      7837.6     0.02614   2.368e-05         SBb    UGC04531    UGC04531
PGC0024442   2.444e+04       -9999       -9999       -9999       -9999       -9999       -9999       -9999      -99.99      -99.99        SABb    UGC04530 SDSSJ084158.55+573530.9
PGC0024453   2.445e+04       -9999       -9999      3819.6         7.9      3819.6         7.9      3949.4     0.01317   2.635e-05        S0-a     NGC2638    UGC04534
PGC0024470   2.447e+04        2914         7.9      3005.4          80      2914.9         8.4      3038.1     0.01013   2.802e-05          Sc    UGC04537 SDSSJ084244.95+354527.3
PGC0024475   2.448e+04      5184.6         6.5      5214.6        56.1        5185         5.2      5257.9     0.01754   1.735e-05          Sm    UGC04542 SDSSJ084252.68+250413.4
PGC0024493   2.449e+04      1959.8         3.4      1990.9        30.9      1960.2         3.4      2126.8    0.007094   1.134e-05          Sd    UGC04543 SDSSJ084321.84+454409.6
PGC0024506   2.451e+04        3226         7.9      3203.9        29.8      3224.6         6.6      3408.9     0.01137   2.202e-05          Sa     NGC2639 CGCG237-014
PGC0024509   2.451e+04      3711.6         7.9        3644          54      3710.2         8.8      3768.9     0.01257   2.935e-05          Sc    UGC04554 SDSSJ084340.76+220538.8
PGC0024517   2.452e+04       -9999       -9999      5219.7        23.8      5219.7        23.8      5410.9     0.01805   7.939e-05          Sa    UGC04546  2MFGC06858
